;crl.tot;dollar;bang;money;n000;make;yesno
1961;836;0,028;0,047;0;0;0,06;n
1962;34;0;0;0;0;0;n
1963;388;0;0,03;0;0;0;n
1964;31;0;0;0;0;0;n
1965;4;0;0;0;0;0;n
1966;12;0;0;0;0;0;n
1967;66;0;0;0;0;0;n
1968;93;0;0;0;0;0;n
1969;693;0;0,134;0;0;0,22;n
1970;15;0;0,161;0;0;0;n
1971;60;0,094;0,284;0;0;0;n
1972;481;0,036;0;0;0;0,13;n
1973;1583;0,011;0;0;0;0,08;n
1974;156;0;0;0;0;0;n
1975;1463;0,013;0;0;0;0,09;n
1976;25;0;0;0;0;1,14;n
1977;24;0;0;0;0;0;n
1978;562;0,013;0;0;0,1;0,2;n
1979;195;0;0;0;0;0;n
1980;60;0;0;0;0;0;n
1981;129;0;0,37;0;0;0,81;n
1982;35;0;0;0;0;0;n
1983;517;0;0;0;0;0,54;n
1984;32;0;0,111;0;0;0,56;n
1985;123;0,126;0,063;0,72;0;0,36;n
1986;12;0;0;0;0;0;n
1987;20;0;0;0;0;0;n
1988;675;0;0;0;0;0,27;n
1989;13;0;0;0;0;0;n
1990;167;0;0;0;0;0,84;n
1991;9;0;0;0;0;0;n
1992;44;0;0;0;0;0;n
1993;187;0,365;0;0;0;0;n
1994;36;0;0,176;0;0;1,02;n
1995;104;0;0;0;0;0;n
1996;12;0;0;0;0;0;n
1997;79;0;0,127;0;0;0;n
1998;14;0;0;0;0;0;n
1999;143;0;0;0;0;0;n
2000;55;0;0,179;0;0;0;n
2001;17;0;0;0;0;0;n
2002;65;0,142;0;0;0;0;n
2003;8;0;0;0;0;0;n
2004;86;0;0,065;0;0;0,46;n
2005;146;0;0;0;0;0;n
2006;161;0;0;0;0;0;n
2007;216;0;0;0;0;0;n
2008;31;0;0;0;0;0,85;n
2009;158;0;0;0;0;0;n
2010;141;0;0;0;0;0,39;n
2011;43;0;0,141;0;0;0;n
2012;183;0;0;0,58;0;0;n
2013;194;0;0;0;0;0;n
2014;1506;0;0;0;0;0;n
2015;305;0;0;0;0;0,3;n
2016;611;0;0,376;0;0;0;n
2017;142;0;0;0;0;0;n
2018;167;0;0;0;0;0;n
2019;36;0;0;0;0;0;n
2020;95;0;0;0;0;0;n
2021;196;0,129;0;0;0;0;n
2022;15;0;0;0;0;0;n
2023;84;0;0;0;0;0,35;n
2024;19;0;0;0;0;0;n
2025;15;0;0;0;0;0;n
2026;162;0;0;0;0;0;n
2027;172;0;0;0;0;0,36;n
2028;82;0;0;0;0;0;n
2029;16;0;0;0;0;0;n
2030;75;0;0;0;0;0;n
2031;6;0;0;0;0;0;n
2032;88;0;0;0;0;0;n
2033;72;0;0;0;0;0;n
2034;21;0;0;0;0;0;n
2035;207;0;0;0;0;0;n
2036;236;0;0;0;0;0;n
2037;39;0;0,144;0;0;0;n
2038;145;0;0;0;0;0;n
2039;413;0,141;0;0;0;0;n
2040;159;0;0;0;0;0;n
2041;82;0;0;0;0;0;n
2042;24;0;0;0;0;0;n
2043;527;0,015;0;0;0;0,1;n
2044;128;0;0;0;0;0;n
2045;129;0;0;0;0;0,9;n
2046;68;0;0;0;0;1,19;n
2047;85;0;0;0;0;0;n
2048;262;0;0;0;0;0;n
2049;62;0;0,318;0;0;0;n
2050;148;0;0;0;0;0;n
2051;6;0;0;0;0;0;n
2052;63;0;0,176;0;0;1,11;n
2053;36;0;0;0;0;0;n
2054;8;0;0,383;0;0;0;n
2055;5;0;0;0;0;0;n
2056;248;0,05;0,05;0;0;0;n
2057;308;0;0;0;0;0,2;n
2058;13;0;0;0;0;0;n
2059;71;0;0;0;0;0;n
2060;876;0,047;0,023;0;0;0;n
2061;413;0,141;0;0;0;0;n
2062;250;0;0;0;0;0,34;n
2063;293;0;0;0;0;0;n
2064;16;0;0;0;0;0;n
2065;10;0;0;0;0;0;n
2066;86;0;0;0;0;0;n
2067;286;0;0;0;0;0;n
2068;13;0;0,74;0;0;0;n
2069;20;0;0;0;0;0;n
2070;11;0;0;0;0;0;n
2071;86;0;0;0;0;0,66;n
2072;110;0;0;0;0;0;n
2073;244;0,055;0,055;0;0;0;n
2074;44;0;0,26;0;0;0;n
2075;19;0;0;0;0;0;n
2076;57;0;0,374;0;0;0;n
2077;49;0;0,213;0;0;2,77;n
2078;26;0;0;0;0;0;n
2079;43;0;0;0;0;0;n
2080;605;0,038;0,051;0;0,25;0;n
2081;61;0;0;0;0;1,05;n
2082;174;0;0;0;0;0;n
2083;85;0;0,045;0;0;0;n
2084;24;0;0,139;0;0;0;n
2085;19;0;0,552;0;0;0;n
2086;172;0;0;0;0;0;n
2087;139;0,075;0,075;0;0;0;n
2088;213;0;0;0;0;0,35;n
2089;5;0;0;0;0;0;n
2090;22;0;0;0;0;0,68;n
2091;85;0;0,107;0;0;0;n
2092;39;0;0;0;0;0;n
2093;19;0;0;0;0;0;n
2094;9;0;0;0;0;0;n
2095;758;0;0,02;0;0;0;n
2096;134;0;0,051;0;0;0,33;n
2097;935;0;0;0;0;0;n
2098;263;0;0;0;0;0;n
2099;43;0;0;0;0;0;n
2100;5;0;0;0;0;0;n
2101;480;0;0,026;0;0;0;n
2102;557;0;0;0;0;0;n
2103;155;0;0;0;0;0;n
2104;20;0;0,5;0;0;0;n
2105;26;0;0;0;0;0;n
2106;69;0;0;0;0;0;n
2107;69;0;0;0;0;0;n
2108;38;0;0;0;0;0;n
2109;7;0;0;0;0;0;n
2110;666;0;0,09;0;0;0;n
2111;5;0;0;0;0;0;n
2112;13;0;0;0;0;0;n
2113;16;0;1,458;0;0;0;n
2114;2026;0;0;0;0;0,08;n
2115;726;0,026;0;0;0;0,09;n
2116;510;0,1;0;0,09;0,36;0;n
2117;1150;0,015;0;0;0;0,05;n
2118;1116;0,163;0;0;0;0;n
2119;618;0;0,078;0;0;0;n
2120;162;0;0;0;0;0;n
2121;347;0,072;0,072;0;0;0,67;n
2122;364;0,076;0,076;0;0,33;0;n
2123;14;0;0;0;0;0;n
2124;353;0;0,026;0;0;0,53;n
2125;5;0;0;0;0;0;n
2126;55;0;0;0;0;0;n
2127;243;0,01;0;0;0;0,29;n
2128;75;0;0;0;0;0;n
2129;78;0;0,294;0;0;0;n
2130;44;0;0,041;0;0;0,26;n
2131;120;0;0,044;0;0;0,6;n
2132;47;0;0,285;0;0;0;n
2133;347;0;0;0;0;0;n
2134;63;0;0;0;0;0;n
2135;39;0;0;0;0;0;n
2136;133;0;0;0;0;0;n
2137;45;0;0,251;0;0;0;n
2138;17;0;0;0;0;1,04;n
2139;45;0;0;0;0;0;n
2140;17;0;0;0;0;0;n
2141;1399;0;0;0;0;0;n
2142;262;0;0;0;0;0;n
2143;182;0;0,123;0;0;0;n
2144;77;0;0;0;0;0;n
2145;8;0;0;0;0;0;n
2146;10;0;0;0;0;0;n
2147;76;0,136;0;0;0;0;n
2148;4;0;0;0;0;0;n
2149;88;0;0;0;0;0;n
2150;48;0;0;0;0;0;n
2151;16;0;0;0;0;0;n
2152;10;0;0;0;0;0;n
2153;68;0;0;0;0;0;n
2154;192;0;0;0;0;0,09;n
2155;51;0;0;0;0;0;n
2156;5;0;0;0;0;0;n
2157;34;0;1,798;0;0;0;n
2158;150;0;0;0;0;0;n
2159;436;0,023;0;0;0;0,08;n
2160;21;0;0;0;0;0;n
2161;52;0;0;0;0;0;n
2162;53;0;0;0;0;0;n
2163;259;0;0;0;0;0;n
2164;881;0,028;0;0;0;0,07;n
2165;37;0;0;0;0;0;n
2166;338;0;0;0;0;0;n
2167;47;0;0,225;0;0;0,9;n
2168;27;0;0;0;0;0;n
2169;60;0;0,432;0;0;0;n
2170;1620;0;0;0;0;0;n
2171;186;0;0;0;0;0;n
2172;87;0;0,102;0;0;0;n
2173;68;0;0,116;0;0;0;n
2174;111;0;0;0;0;0;n
2175;749;0;0,063;0;0;0,22;n
2176;7;0;0;0;0;0;n
2177;1263;0,051;0,044;0;0,08;0;n
2178;622;0;0,069;0;0;0;n
2179;92;0;0;0;0;0;n
2180;22;0;0;0;0;0;n
2181;51;0;0,145;0;0;0;n
2182;167;0;0,102;0;0;0;n
2183;180;0;0,044;0;0;0;n
2184;11;0;0;0;0;0;n
2185;3027;0;0,002;0;0,01;0,01;n
2186;142;0;0;0;0;0;n
2187;3;0;0;0;0;0;n
2188;90;0;0,087;0;0;0;n
2189;680;0;0;0;0;0;n
2190;1;0;0;0;0;0;n
2191;17;0;0;0;0;0;n
2192;55;0;0,25;0;0;0;n
2193;7;0;0;0;0;0;n
2194;110;0;0;0;0;0;n
2195;16;0;0;0;0;0;n
2196;36;0;0,262;0;0;0;n
2197;25;0;0;0;0;0;n
2198;4;0;0;0;0;0;n
2199;74;0;0;0;0;0;n
2200;81;0;0;0;0;0;n
2201;76;0;0;0;0;0;n
2202;39;0;0;0;0;0;n
2203;11;0;0;0;0;0;n
2204;151;0;0,309;0;0;1,04;n
2205;127;0;0,104;0;0;0;n
2206;27;0;0;0;0;0;n
2207;3;0;0;0;0;0;n
2208;348;0;0;0;0;0;n
2209;6;0;0;0;0;0;n
2210;4;0;0;0;0;0;n
2211;593;0;0;0;0;0;n
2212;109;0;0;0;0;0;n
2213;86;0;0;0;0;0;n
2214;24;0;0,103;0;0;0;n
2215;11;0;0;0;0;2,77;n
2216;13;0;0;0;0;0;n
2217;9;0;0;0;0;0;n
2218;121;0;0,239;0;0;0;n
2219;517;0;0;0;0;0;n
2220;26;0;1,123;0;0;0;n
2221;147;0;0,138;0;0;0,48;n
2222;4;0;0;0;0;0;n
2223;187;0;0;0;0;0;n
2224;344;0;0;0;0;0,43;n
2225;62;0;0;0;0;0;n
2226;78;0,124;0;0;0;0,42;n
2227;508;0,078;0;0;0,11;0;n
2228;44;0;0;0;0;0;n
2229;246;0;0;0;0;0,39;n
2230;415;0;0;0;0;0;n
2231;92;0;0;0;0;0;n
2232;75;0;0;0;0;0;n
2233;55;0;0;0;0;0;n
2234;61;0;0,203;0;0;0;n
2235;18;0;0;0;0;0;n
2236;35;0;0;0;0;0;n
2237;386;0;0;0;0;0;n
2238;14;0;2,272;0;0;0;n
2239;322;0;0;0;0;0;n
2240;59;0;0;0;0;0;n
2241;79;0,058;0;0;0;0;n
2242;56;0;0,286;0;0;0;n
2243;53;0;0,147;0;0;0;n
2244;294;0;0;0;0;0;n
2245;51;0;0,277;0;0;0;n
2246;219;0;0;0;0;0;n
2247;250;0;0;0;0;0;n
2248;2;0;0;0;0;0;n
2249;42;0;0;0;0;0;n
2250;17;0;0;0;0;0;n
2251;481;0,026;0;0;0,29;0,09;n
2252;203;0,033;0,033;0;0;0,44;n
2253;55;0;0;0;0;0;n
2254;5;0;0;0;0;0;n
2255;593;0;0,068;0;0,09;0;n
2256;59;0;0,055;0;0;0;n
2257;87;0;0,486;0;0;0;n
2258;24;0;0;0;0;0,76;n
2259;224;0,146;0,073;0;0;0;n
2260;27;0;0;0;0;0;n
2261;387;0,029;0,029;0;0;0,37;n
2262;1134;0,03;0,053;0;0,05;0,17;n
2263;46;0;0;0;0;0;n
2264;122;0;0;0;0;0;n
2265;80;0;0;0;0;0;n
2266;35;0;0,331;0;0;0;n
2267;43;0;0;0;0;0;n
2268;64;0;0;0;0;0;n
2269;204;0;0;0;0;0;n
2270;30;0;0;0;0;0;n
2271;57;0;0;0;0;0;n
2272;59;0;0;0;0;0;n
2273;4;0;0;0;0;0;n
2274;80;0;0;0;0;0;n
2275;9;0;0;0;0;0;n
2276;393;0,052;0;0;0;0;n
2277;373;0;0;0;0;0;n
2278;53;0;0;0;0;2;n
2279;43;0;0,149;0;0;0;n
2280;11;0;0;0;0;0;n
2281;125;0;0;0;0;0;n
2282;14;0;0;0;0;0;n
2283;189;0,117;0;0;0;0;n
2284;96;0;0;0;0;0;n
2285;323;0;0;0;0;0;n
2286;42;0;0;0;0;0;n
2287;505;0,034;0;0;0;0,12;n
2288;157;0;0;0;0;0;n
2289;63;0;0;0;0;0;n
2290;261;0,048;0;0;0;0;n
2291;932;0;0;0;0;0;n
2292;1795;0;0,004;0;0;0,18;n
2293;13;0;0;0;0;0;n
2294;3006;0;0,014;0;0;0,04;n
2295;479;0;0;0;0;0;n
2296;6;0;0;0;0;0;n
2297;25;0;0;0;0;0;n
2298;601;0;0;0;0;0,09;n
2299;66;0;0,279;0;0;0;n
2300;25;0;0;0;0;0;n
2301;46;0;0;0;0;0;n
2302;23;0;0,709;0;0;0;n
2303;122;0;0;0;0;0;n
2304;98;0,381;0,305;0;0,96;0;n
2305;98;0,381;0,305;0;0,96;0;n
2306;63;0;0;0;0;0;n
2307;2;0;0;0;0;0;n
2308;608;0;0,174;0;0;0,15;n
2309;55;0;0,146;0;0;0;n
2310;367;0;0,05;0;0,12;0;n
2311;151;0;0;0;0;0;n
2312;13;0;0;0;0;0;n
2313;431;0;0,306;0;0;0,33;n
2314;177;0;0;0;0;0;n
2315;69;0,105;0;0;0;0;n
2316;1763;0;0;0;0;0,04;n
2317;16;0;0;0;0;0;n
2318;68;0;0;0;0;0;n
2319;80;0;0;0;0;0,18;n
2320;97;0;0,089;0;0;0;n
2321;104;0;0,193;0;0;0,37;n
2322;913;0;0;0;0;0;n
2323;30;0;0;0;0;0;n
2324;67;0;0;0;0;0,51;n
2325;110;0,087;0;0;0;0;n
2326;103;0,095;0;0;0;0;n
2327;60;0;0;0;0;0;n
2328;114;0;0;0;0;0;n
2329;535;0,034;0;0;0;0,12;n
2330;628;0,033;0;0;0;0,08;n
2331;23;0;0;0;0;0;n
2332;815;0,017;0;0;0;0,12;n
2333;331;0;0;0;0;0;n
2334;331;0;0;0;0;0;n
2335;6;0;0;0;0;0;n
2336;62;0;0;0;0;0,31;n
2337;36;0;0;0;0;0;n
2338;31;0;0;0;0;0,4;n
2339;126;0;2,378;0;0;0,69;n
2340;17;0;0,442;0;0;0;n
2341;53;0;0;0;0;0;n
2342;540;0,022;0;0;0;0;n
2343;27;0;0,371;0;0;0;n
2344;81;0;0,107;0;0;0;n
2345;3168;0,005;0,002;0;0,07;0,03;n
2346;3;0;1,086;0;0;0;n
2347;42;0;0;0;0;0;n
2348;40;0;0;0;0;0;n
2349;23;0;0;0;0;0;n
2350;19;0;0;0;0;0;n
2351;139;0;0;0;0;0;n
2352;133;0;0;0;0;0;n
2353;24;0;0,955;0;0;0;n
2354;53;0;0;0;0;0;n
2355;28;0;0,558;0;0;0;n
2356;9;0;0;0;0;0;n
2357;31;0;0;0;0;0;n
2358;64;0;0,355;0;0;0;n
2359;55;0;0;0;0;0;n
2360;395;0;0;0;0;0;n
2361;167;0;0;0;0;0;n
2362;148;0;0;0;0;0;n
2363;212;0;0;0;0;0;n
2364;15;0;0,787;0;0;0;n
2365;38;0;0;0;0;0;n
2366;13;0;0,689;0;0;0;n
2367;41;0;0;0;0;0;n
2368;79;0;0,196;0,77;0;0;n
2369;26;0;0;0;0;0;n
2370;208;0,265;0,113;0;0;0,29;n
2371;33;0;0;0;0;0;n
2372;25;0;0;0;0;0;n
2373;67;0;0;0;0;0;n
2374;307;0,036;0;0;0;0;n
2375;428;0;0;0;0;0;n
2376;53;0;0;0;0;1,09;n
2377;16;0;0,386;0;0;0;n
2378;171;0;0,078;0;0;0;n
2379;566;0,011;0;0;0,08;0;n
2380;63;0;0;0;0;0;n
2381;27;0;0,473;0;0;0;n
2382;67;0;0,376;0;0;0;n
2383;25;0;0,186;0;0;0;n
2384;65;0;0;0;0;0;n
2385;53;0;0;0;0;0;n
2386;29;0;0,68;0;0;0;n
2387;153;0;0,181;0;0;0;n
2388;13;0;0;0;0;0;n
2389;28;0;0,366;0;0;0;n
2390;36;0;0,114;0;0;0;n
2391;249;0;0,129;0;0;0,39;n
2392;1026;0,046;0,062;0,05;0,21;0,05;n
2393;897;0,055;0,064;0,06;0,25;0,06;n
2394;89;0;0;0;0;0;n
2395;89;0;0;0;0;0;n
2396;17;0;0;0;0;0;n
2397;140;0;0;0;0;0;n
2398;26;0;0;0;0;0;n
2399;90;0;0;0;0;0;n
2400;161;0;0;0;0;0;n
2401;270;0;0,055;0;0;0;n
2402;41;0;0,37;0;0;1,03;n
2403;38;0;0;0;0;0,72;n
2404;126;0;0,24;0;0;0;n
2405;188;0;0;0;0;0;n
2406;68;0;0,24;0;0;0;n
2407;30;0;0;0;0;0;n
2408;125;0;0;0;0;0;n
2409;140;0;0;0;0;0;n
2410;18;0;0;0;0;0;n
2411;59;0;0,166;0;0;0,97;n
2412;150;0;0,163;0;0;0;n
2413;14;0;0;0;0;0;n
2414;855;0;0;0;0,07;0;n
2415;21;0;0;0;0;0;n
2416;125;0;0;0;0;0;n
2417;16;0;0;0;0;0;n
2418;227;0;0,091;0;0;0,53;n
2419;145;0;0;0;0;0;n
2420;94;0;0,103;0;0;0,58;n
2421;180;0;0,096;0;0;0,31;n
2422;645;0,033;0;0;0;0,12;n
2423;1386;0,014;0;0;0;0,05;n
2424;39;0;0,216;0;0;0;n
2425;118;0;0,061;0;0;0,75;n
2426;127;0;0;0;0;0;n
2427;18;0;0;0;0;0,68;n
2428;40;0;0,203;0;0;0;n
2429;17;0;0;0;0;0;n
2430;4;0;0;0;0;0;n
2431;129;0;0;0;0;0;n
2432;336;0;0;0;0;0,24;n
2433;20;0;0,564;0;0;0;n
2434;69;0;0,097;0;0;0;n
2435;79;0;0;0;0;0;n
2436;29;0;0,389;0;0;0;n
2437;37;0;0,231;0;0;0;n
2438;24;0;0;0;0;0;n
2439;15;0;0;0;0;0;n
2440;5;0;0;0;0;0;n
2441;42;0;0;0;0;0;n
2442;64;0;0;0;0;0;n
2443;29;0;0;0;0;0;n
2444;37;0;0;0;0;0,48;n
2445;491;0,036;0;0;0;0,12;n
2446;807;0,022;0;0;0;0,08;n
2447;38;0;0;0;0;0;n
2448;227;0;0;0;0;0,24;n
2449;77;0;0;0;0;0;n
2450;571;0,057;0;0;0,21;0,1;n
2451;169;0;0;0;0;0;n
2452;30;0;0,27;0;0;0;n
2453;29;0;0,211;0;0;0;n
2454;248;0;0;0;0;0;n
2455;74;0;0;0;0;0,51;n
2456;94;0;0;0;0;0;n
2457;133;0;0;0;0;0;n
2458;26;0;0,19;0;0;0;n
2459;42;0;0;0;0;0;n
2460;57;0;0;0;0;0;n
2461;203;0,159;0,798;0;0;0;n
2462;378;0;0;0;0;0;n
2463;155;0;0;0;0;0,3;n
2464;485;0,103;0,866;1,04;0,2;0,41;n
2465;375;0;0;0;0;0;n
2466;25;0;0;0;0;0;n
2467;19;0;0;0;0;0;n
2468;26;0;0;0;0;0;n
2469;304;0;0;0;0;0;n
2470;25;0;0;0;0;0;n
2471;5;0;0;0;0;0;n
2472;9;0;0;0;0;0;n
2473;10;0;0;0;0;0;n
2474;9;0;0;0;0;0;n
2475;68;0;0;0;0;0;n
2476;9;0;0;0;0;0;n
2477;90;0;0;0;0;0;n
2478;195;0;0;0;0;0;n
2479;18;0;0;0;0;0;n
2480;635;0;0,207;0;0;0;n
2481;41;0;0;0;0;0;n
2482;193;0;0;0;0;0;n
2483;53;0;0;0;0;2;n
2484;373;0;0;0;0;0;n
2485;53;0;0;0;0;2;n
2486;43;0;0,149;0;0;0;n
2487;11;0;0;0;0;0;n
2488;125;0;0;0;0;0;n
2489;14;0;0;0;0;0;n
2490;13;0;0;0;0;0;n
2491;250;0;0;0;0;0,34;n
2492;16;0;0;0;0;0;n
2493;10;0;0;0;0;0;n
2494;86;0;0;0;0;0;n
2495;13;0;0,74;0;0;0;n
2496;128;0;0;0;0;0,26;n
2497;418;0,053;0;0;0,41;0;n
2498;51;0;0,176;0;0;0;n
2499;66;0;0,278;0;0;0;n
2500;7;0;0;0;0;0;n
2501;194;0;0,031;0,17;0;0,17;n
2502;14;0;0;0;0;0;n
2503;1003;0;0;0;0;0;n
2504;16;0;0;0;0;0;n
2505;216;0;0,167;0;0;0,17;n
2506;71;0;0;0;0;0;n
2507;8;0;0;0;0;0;n
2508;1108;0,16;0;0;0;0;n
2509;116;0;0;0;0;0;n
2510;5;0;0;0;0;0;n
2511;22;0;0;0;0;0;n
2512;85;0;0;0;0;0,25;n
2513;21;0;0;0;0;0;n
2514;8;0;0;0;0;0;n
2515;13;0;0;0;0;0;n
2516;127;0;0;0;0;0;n
2517;93;0;0,099;0;0;0;n
2518;239;0;0;0;0;0;n
2519;25;0;0;0;0;0;n
2520;214;0;0;0;0;0;n
2521;5;0;0;0;0;0;n
2522;131;0;0;0;0;0;n
2523;119;0;0;0;0;0;n
2524;61;0;0;0;0;0;n
2525;21;0;0;1,6;0;0;n
2526;30;0;0;0;0;0;n
2527;5;0;0;0;0;0;n
2528;38;0;0,396;0;0;0;n
2529;50;0;0;0;0;0;n
2530;200;0;0;0;0;0;n
2531;100;0;0;0;0;0;n
2532;104;0;0;0;0;0;n
2533;115;0;0;0;0;0;n
2534;128;0,128;0;0;0;0;n
2535;97;0;0;0;0;0;n
2536;434;2,038;0;0;0;0;n
2537;21;0;0;0;0;0;n
2538;601;0,075;0,056;0;0;0;n
2539;89;0;0,07;0;0;0,39;n
2540;45;0;0;0;0;0;n
2541;24;0;0;0;0;0;n
2542;113;0;0;0;0;0;n
2543;84;0,601;0;0;0;0;n
2544;155;0;0;0;0;0;n
2545;196;0,055;0;0;0;0;n
2546;37;0;0;0;0;0;n
2547;102;0,108;0;0;0;0;n
2548;70;0;0;0;0;0;n
2549;111;0;0;0;0;0;n
2550;47;0;0;0;0;0;n
2551;64;0;0;0;0;0;n
2552;73;0;0;0;0;0,87;n
2553;101;0;0;0;0;0;n
2554;90;0;0;0;0;0;n
2555;47;0;0,058;0;0;0,32;n
2556;20;0;0;0;0;0;n
2557;6;0;0;0;0;0;n
2558;139;0;0,08;0;0;0,28;n
2559;23;0;0;0;0;0;n
2560;14;0;0;0;0;0;n
2561;37;0;0;0;0;0;n
2562;36;0;0;0;0;0;n
2563;30;0;0;0;0;0;n
2564;15;0;0;0;0;0;n
2565;4;0;0;0;0;0;n
2566;70;0;0;0;0;0;n
2567;89;0;0;0;0;0;n
2568;5;0;0;0;0;0;n
2569;91;0;0;0;0;0;n
2570;4;0;0;0;0;0;n
2571;37;0;0;0;0;0;n
2572;109;0;0;0;0;0;n
2573;244;0,031;0;0;0;0,23;n
2574;30;0;0;0;0;0;n
2575;651;0;0;0;0;0;n
2576;8;0;0;0;0;0;n
2577;99;0;0,408;0;0;0;n
2578;156;0;0;0;0;0;n
2579;162;0;0;0;0,11;0,23;n
2580;53;0;0;0;0;2;n
2581;64;0;0;0;0;0;n
2582;74;0;0,159;0;0;0;n
2583;522;0;0,14;0;0;0,29;n
2584;103;0;0;0;0;0;n
2585;133;0;0;0;0;0;n
2586;108;0;0;0;0;0;n
2587;62;0;0;0;0;0;n
2588;71;0;0;0;0;0;n
2589;85;0;0,241;0;0;0;n
2590;268;0;0;0;0;0;n
2591;5;0;0;0;0;0;n
2592;4;0;0;0;0;0;n
2593;451;0;0;0;0;0;n
2594;51;0;0,114;0;0;0;n
2595;36;0;0;0;0;0;n
2596;8;0;0;0;0;0;n
2597;67;0;0;0;0;0;n
2598;104;0;0,19;0;0;0;n
2599;146;0;0;0;0;0;n
2600;52;0;0,087;0;0;0;n
2601;23;0;0;0;0;0;n
2602;13;0;0;0;0;0;n
2603;96;0;0;0;0;0;n
2604;10;0;0;0;0;0;n
2605;79;0;0;0;0;0;n
2606;138;0;0;0;0;0;n
2607;119;0;0;0;0;0;n
2608;26;0;0,48;0;0;0;n
2609;137;0,161;0;0;0;0;n
2610;131;0;0;0;0;0;n
2611;46;0;0;0;0;0;n
2612;232;0,112;0;0;0;0;n
2613;59;0;0,27;0;0;0;n
2614;21;0;0,581;0;0;0;n
2615;405;0,062;0,374;0;0,21;0,21;n
2616;49;0;0;0;0;0;n
2617;203;0;0;0;0;0;n
2618;693;0,055;0;0;0,08;0;n
2619;94;0;0;0;0;0,22;n
2620;64;0;0;0;0;0;n
2621;12;0;1,149;0;0;0;n
2622;12;0;0;0;0;0;n
2623;117;0;0;0;0;0;n
2624;8;0;0;0;0;0;n
2625;27;0;0;0;0;0;n
2626;46;0;0;0;0;0;n
2627;47;0;0;0;0;0;n
2628;11;0;0;0;0;0;n
2629;59;0;0;0;0;0;n
2630;30;0;0;0;0;0;n
2631;424;0;0;0;0;0;n
2632;46;0;0,414;0;0;0;n
2633;187;0;0;0;0;0;n
2634;411;0,223;0,372;0,22;0;0;n
2635;52;0;0;0;0;0;n
2636;7;0;0;0;0;0;n
2637;82;0;0,169;0;0;0;n
2638;1479;0,056;0,031;0;0,12;0;n
2639;200;0;0,333;0;0;0;n
2640;178;0;0,016;0;0;0;n
2641;178;0;0,016;0;0;0;n
2642;178;0;0,016;0;0;0;n
2643;145;0;0,054;0;0;0;n
2644;15;0;0,729;0;0;0;n
2645;32;0;0;0;0;0;n
2646;67;0;0,249;0;0;0;n
2647;12;0;0;0;0;0;n
2648;72;0;0;0;0;0;n
2649;59;0;0;0;0;0;n
2650;751;0,063;0;0;0,39;0,06;n
2651;20;0;0;0;0;0;n
2652;41;0;0;0;0;0;n
2653;14;0;0;0;0;0;n
2654;257;0;0;0;0;0;n
2655;24;0;0;0;0;0;n
2656;17;0;0;0;0;0;n
2657;82;0;0;0;0;0;n
2658;133;0;0,125;0;0;0;n
2659;238;0;0;0;0;0;n
2660;123;0;0;0;0;0;n
2661;95;0;0,106;0;0;0;n
2662;346;0;0;0;0;0;n
2663;39;0;0;0;0;0,87;n
2664;115;0;0;0;0;0;n
2665;300;0;0,079;0;0;0;n
2666;1170;0,014;0;0;0;0,05;n
2667;681;0,021;0;0;0;0,07;n
2668;364;0,016;0,033;0;0;0,12;n
2669;5;0;0;0;0;0;n
2670;333;0;0;0;0;0;n
2671;11;0;0;0;0;0;n
2672;27;0;0;0;0;0;n
2673;39;0;0;0;0;0;n
2674;64;0;0;0;0;0;n
2675;80;0;0;0;0;0;n
2676;693;0,018;0;0;0;0,2;n
2677;46;0;0;0;0;0;n
2678;2631;0,003;0,003;0;0;0,06;n
2679;17;0;0,436;0;0;0;n
2680;10;0;0,769;0;0;0;n
2681;693;0,018;0;0;0;0,2;n
2682;42;0;0;0;0;0,79;n
2683;98;0;0;0;0;0;n
2684;154;0;0;0;0;0;n
2685;107;0;0;0;0;0;n
2686;121;0;0;0;0;0;n
2687;29;0;0;0;0;0;n
2688;13;0;0;0;0;0;n
2689;19;0;0;0;0;0;n
2690;341;0;0;0;0;0;n
2691;50;0;0,239;0;0;0;n
2692;153;0;0;0;0;0;n
2693;7;0;0;0;0;0;n
2694;45;0;0,281;0;0;0;n
2695;11;0;0,925;0;0;0;n
2696;30;0;0;0;0;0;n
2697;106;0;0;0;0;0;n
2698;8;0;0;0;0;0;n
2699;28;0;0;0;0;0;n
2700;63;0;0,168;0;0;0;n
2701;76;0;0;0;0;0;n
2702;57;0;0;0;0;0,64;n
2703;37;0;0;0;0;0;n
2704;4;0;0;0;0;0;n
2705;65;0;0;0;0;0;n
2706;35;0;0;0;0;0;n
2707;25;0;0,349;0;0;0;n
2708;120;0,134;0,044;0;0;0;n
2709;286;0;0;0;0;0;n
2710;36;0;0,523;0;0;0;n
2711;694;0;0;0;0;0;n
2712;44;0;0;0;0;0;n
2713;238;0;0;0;0;0;n
2714;1827;0;0,128;0;0;0,03;n
2715;199;0;0;0;0;0;n
2716;63;0;0,296;0;0;0;n
2717;55;0;0;0;0;0;n
2718;78;0;0,225;0;0;0;n
2719;34;0;0;0;0;0;n
2720;6;0;0;0;0;0;n
2721;49;0;0;0;0;0;n
2722;13;0;1,123;0;0;0;n
2723;75;0;0;0;0;0;n
2724;35;0;0;0;0;0;n
2725;58;0;0,081;0;0;0;n
2726;140;0;0;0;0;0;n
2727;5;0;0;0;0;0;n
2728;5;0;0;0;0;0;n
